,ID,Post_URL,Img_URL,Likes,Owner,Text,Date
330,B4PxEcaFgOC,http://instagram.com/p/B4PxEcaFgOC,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/73393301_175368973590619_2882946860191164426_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=OWW1IctTZ5kAX9XNmeo&oh=5bd3ab2dde768a5b9f6eacf52830d3ee&oe=5E687A9C,235,496751601,"So this late afternoon, a resident in my cluster alerted me about a cat who was loitering around the corridor on level 5 since yesterday morning. And then the residents started to panic when the cat jumped into one of the resident's air-conditioning compressor ledge.  I went over to assess the situation. It was too risky for me to do the rescue alone.  This cat is one of the 5 newly abandoned cats found in my feeding areas. He has not fully trusted me yet. I still have to keep a wide distance from him before he would eat. So if I try to get him out of the compressor ledge alone, there would be a high chance he would simply just jump off the ledge and plummet down 5 storeys. Too unsafe.  Thankfully, Mohan and Mark from @spcasingapore came down swiftly and helped to get this boy out of the ledge. (I owe you guys coffee!) SPCA would help to sterilize this boy as a TNR case.  I also got to thank the residents for their understanding and letting us into their houses to assess the situation and carry out the rescue.  Honestly, I am dead tired of all these nonsensical abandonment. And as I am typing this post, another case comes in. How to keep up? I don't know. . #SPCA #SPCASingapore #SPCAsg #CatRescue #AdoptionSavesLives #catwelfaresociety #sgcats #catsofsingapore #singaporecats #sgpets #catsg #cotwsg #catsofsg #clubpetsmag #petsmagazinesg #hdbcats #singaporepets #supportadoptionsg #catfollowers #CuteCatCrew #igcatjunky #TheDodo #TheAnimalRescueSite #catloverssingapore #catloverssingapore #singaporepets #catsofigsg #sengkangcats",30/10/2019 22:51
164,B6utDhJpH44,http://instagram.com/p/B6utDhJpH44,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/82285610_166372851129429_2748476574323572665_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UTDmUxSkTtIAX_MBPh8&oh=aaf017b0f85749cd2522a794f034546b&oe=5E968DD7,216,14772357848,"ANNOUNCEMENT: We are now brand ambassadors for @woofcultr!!! <U+0001F973> We love @woofcultr for spreading the message of positive, humane training.  Use our code DAVE15 for 15% off your order! <U+0001F4B0>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #dogs #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",31/12/2019 16:15
156,B61HLh5pyQe,http://instagram.com/p/B61HLh5pyQe,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/79385117_165922521166441_2456812488881504840_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ZuOM-3NHD_QAX9ybQCy&oh=5327ee3984b97cda8e573a157332c779&oe=5E930E38,207,14772357848,"Can you believe I’m almost 10 years old? Can’t be exactly sure of my birthday as I am a rescue, but either way I am a senior. Doesn’t stop me from living life to the fullest and looking handsome though. <U+263A><U+FE0F> #teamwolv #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #dogs #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",3/1/2020 3:59
200,B6IoL0MJIU1,http://instagram.com/p/B6IoL0MJIU1,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/79545526_214845482862856_7867639500420055467_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=uawcnzHRe2MAX9zBI6S&oh=7f79ec07892563d34b579203b9a9205b&oe=5E9782F8,206,14772357848,"Gather round the tree stump children and let me tell you a story about a dog named Dave (from my Human’s perspective): .  Dave was found when he was about 2 years old by @spcasingapore and no one had come to claim him. I don’t know if he was a stray or not. So he waited and waited in the SPCA... at one point, he even got heartworm and had to be put in isolation for months! <U+0001F628> It was a rough time. He was generally known for spinning in his kennel and growling and slamming himself against his kennel door when other dogs walked past. He even caused damage to one door once and had to move to another kennel. <U+0001F629> During public visiting hours, he either just slept or barked at them, so he didn’t seem particularly friendly.  I started volunteering at the SPCA in 2016 and that’s when I met Dave! I became a dog mentor under the guidance of the amazing @cheerfuldogs and he was the first dog I just knew I wanted as a mentee. It took a bit of time for us to bond as Dave takes time to warm up to people, but we did eventually through our walks, training, and enrichment games! I looked forward to all my weekends with him. I learnt to work with his dog reactivity, muzzle training, crate training, play nose work games... etc. And all of this also led me to want to get on this dog training path!  A month before leaving for the UK, I made the crazy decision to take him with me. It was really rushed but with the help of @theflyingfido on paperwork & transport, @cheerfuldogs’s guidance on crate training him for the flight, and @theawesome_pup and @hapshapshappy helping to take him to the airport for me, it all worked out in the end!  I adopted Dave because I love him, because he waited so so long for a home and desperately deserves one, and because in a practical way, he’s a dog I knew I could manage and would fit in with our life. He’s helped me so much with my assessments and my training skills, he’s made my relationship with my partner stronger, he’s enriched my life, and he teaches me so much everyday. Love this boi. <U+2764><U+FE0F>",16/12/2019 21:22
117,B7ZxH6JJg2q,http://instagram.com/p/B7ZxH6JJg2q,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/79852679_1513165928838547_5312277937487600188_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=XXJnLdRiHFQAX8YcI_e&oh=e85eee2a9aee516b62777cb3056fcb36&oe=5E992C4E,200,14772357848,"Now that Human is back volunteering at @spcasingapore, she’s reminded of the crazy time where she had to go to the shelter a number of times a week to crate train me for the flight! Good thing Human did some crate training with me before deciding to adopt me to the UK, so we weren’t starting from scratch to go in a month’s time. .  Through this training process where I was NOT being lured or forced into the crate, I learnt to go in willingly and was rewarded for doing so. (Swipe to see me getting in the crate and chilling in there for a little while!) This helped me build a bit of resilience, as when the day came for me to go to the airport with @theawesome_pup’s mentor and @hapshapshappy’s human, I had to be let out of the crate midway because I vomited in it while in the van. I kinda wasn’t keen on going back in after that, but since the training process didn’t involve luring me into something potentially aversive like that crate before, @theawesome_pup and @hapshapshappy were able to throw a few pieces of duck liver to get me in again that one time since treats were not “poisoned” for me. <U+0001F64C>  We were also really grateful for the generous help and advice from @cheerfuldogs during this process! <U+263A><U+FE0F><U+2764><U+FE0F> Would have been so lost without them!  #forcefree #dog #singaporedogs #spcasingapore #sonya6000 #adoptdontshop #mongrel #positivereinforcement #dogsofsingapore #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",17/1/2020 9:38
142,B7BXeRfp7Uz,http://instagram.com/p/B7BXeRfp7Uz,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/79877999_2411369245780488_318909740896678470_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wUeM5OHWYlUAX_TuLYd&oh=b1b83ea81e332cc2b4ea7fd4ab885538&oe=5E909078,197,14772357848,<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs,7/1/2020 22:12
150,B66EW_tJzBC,http://instagram.com/p/B66EW_tJzBC,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/80709079_465619364368359_268253808843979869_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=vHWMrH7aHHoAX9mlmJR&oh=e439b0397733f5ba0b220978eadbf396&oe=5E8F28FF,196,14772357848,"I’m now getting more wonderful opportunities to be off leash in safe quiet places! At the same time, we’re continuing to work on my recall! (Swipe to see how fast I go. In the first video, I came over with just my name when my recall cue is really “come here” <U+0001F61D>) .  The important thing is that I am always rewarded with nice treats for recalling and being called doesn’t always mean I have to get back on the leash! Often times our recall just means TREAT TIME and go back to whatever I was doing before.  There is no need for any shock collar, e-collar, threats, stim, whatever... Just a strong reinforcement history!  @youdonthaveto_training #youdonthaveto  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #petsbehavingwell #petsbehavingwellvideo",5/1/2020 2:11
106,B7qkAd3pLsx,http://instagram.com/p/B7qkAd3pLsx,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/82566915_502295673997634_2263989130050982745_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=kISrc84-rF4AX8gPW_t&oh=bb43ed5e3986e2eda41ceddd9fc2af33&oe=5E921206,195,14772357848,"<U+2B50><U+FE0F> <U+0001D683><U+0001D681><U+0001D670><U+0001D678><U+0001D67D> <U+0001D686><U+0001D678><U+0001D683><U+0001D677><U+0001D67E><U+0001D684><U+0001D683> <U+0001D67F><U+0001D670><U+0001D678><U+0001D67D> <U+2B50><U+FE0F> .  But not just without pain, without intimidation and coercion too. .  Train instead with kindness and empathy, by understanding your dog, meeting their needs, helping them feel safe, and offering them choices and the ability to consent .  Note: Liplicking can be a sign of stress, but in the 3rd picture, the context is me licking slimy tasty salmon off my nose.  Human’s tshirt and beanie is from @woofcultr. Use our code DAVE15 for 15% off your next order! <U+0001F609><U+0001F4B0> .  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #positivetraining #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #petsbehavingwell",23/1/2020 22:11
73,B8THpuspDxl,http://instagram.com/p/B8THpuspDxl,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/83138160_567532567176383_4690299269053492727_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=_yxp6Xq00kAAX8-kQ39&oh=9aa6dbd4c283d24af4dd9e9b1b4b3c8e&oe=5E9897D2,182,14772357848,Human Dad will be back home with me today! <U+0001F64C> Here he is showing how #RealMenTrainWithoutPain as he rewards me generously for coming to him while off-leash <U+2764><U+FE0F>! .  P.S. Thank you @walkieswrosie for taking such amazing care of me while both my humans were away! .  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #petsbehavingwell,8/2/2020 16:12
202,B6Gm4dDp4x5,http://instagram.com/p/B6Gm4dDp4x5,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/72304624_582763965621711_677466156010933438_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kIJdhG1GS_wAX8NYneg&oh=26ed121f0975786b93ec52c4ebb78b3c&oe=5E90BC37,171,14772357848,"It’s gonna be my first ever Christmas in a home. I don’t really know what it means but I hear that there will be nice food. My humans’ Christmases are normally quiet and relaxed with special food that Human Dad makes, and fire in the fireplace to warm the house up. That sounds like a Christmas tradition that’s well suited to me! And perhaps we will develop more Christmas traditions together in time. <U+2764><U+FE0F><U+0001F384> .  This is my entry for @tundra.da’s Christmas photo contest! <U+263A><U+FE0F> #tundradachristmas19 .  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",16/12/2019 2:32
195,B6MQgcTpXIa,http://instagram.com/p/B6MQgcTpXIa,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/76833082_457200835199956_8649897994038404365_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=3GGccERUiNIAX-dkzBk&oh=8aad373f1982fc30e4ca4aab3a62e104&oe=5EA6F7AB,170,14772357848,Giving everyone who needs it the strength to get through this year. <U+0001F4AA>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,18/12/2019 7:12
