date,text
24/3/2020 4:08,b'Why is my dog so perfect. I love you \xf0\x9f\x98\x8d #pitbull #cutie #rescue #spca https://t.co/5Bd3MJRPC2'
24/3/2020 4:02,"b'@AvaLucasVO Our local SPCA has seen a large increase in pet adoptions, thankfully.'"
24/3/2020 4:00,b'@LisaKayHawes @kawika @yalewhat Did you completely forget all the reading you did for that research report?  I say\xe2\x80\xa6 https://t.co/Q6thV25PjG'
24/3/2020 3:57,"b'@jassminejj I\xe2\x80\x99m spca, take it to me'"
24/3/2020 3:54,"b""Cats at my local spca are free and I'm so tempted to go adopt one but I just got laid off and I cant afford my rent\xe2\x80\xa6 https://t.co/YtdyuvAOZP"""
24/3/2020 3:53,b'Straightened my hair and applied makeup for the 1st time in A WEEK of quarantine because I needed to be a girl.\nBet\xe2\x80\xa6 https://t.co/pQNfeDUKdS'
24/3/2020 3:35,b'This is a spca I dog walked &amp; fostered for. The community took in all the animals so they would be cared for &amp; work\xe2\x80\xa6 https://t.co/8NfALqPqNj'
24/3/2020 3:27,b'@sullie72 SPCA and a number of rescues are looking for foster parents for the duration of the ... what ever we\xe2\x80\x99re calling this... lock down'
24/3/2020 3:22,"b'RT @BC_SPCA: With more time to train &amp; set-up your home, now is a great time to adopt a new furry family member! Pay half the adoption fee\xe2\x80\xa6'"
24/3/2020 3:12,"b""RT @SeattleHumane: March Muttness is getting tense! We're just a few points behind YOUR Humane Society SPCA. Who wants to help us win this\xe2\x80\xa6"""
24/3/2020 3:09,"b'RT @gaunandisewa: The workers of spca are lazy, dogs eat injured gaumata and nandi baba in front of them, they did not even take food to si\xe2\x80\xa6'"
24/3/2020 3:09,b'@Canes My Canes/SPCA calendar is at work and I\xe2\x80\x99m self-isolating at home. Thanks for the photos; I needed this.'
24/3/2020 3:03,"b""RT @BC_SPCA: Who's rescuing who? We know our four-legged friends make our hearts happy, but did you know that they can also keep us heart-h\xe2\x80\xa6"""
24/3/2020 3:03,"b'RT @burnaby1953: And in Canada, lottery winnings are tax-free! Great way to raise money for animals in need.\nhttps://t.co/Urx58yXyyF'"
24/3/2020 3:00,"b""YO Y'ALL BUGGIN \xf0\x9f\x98\x82 BUT AT LEAST THE DOG HAS ON A HARNESS. SO THEY PULLING HIS WHOLE BODY UP AT ONCE. BECAUSE IF THEY\xe2\x80\xa6 https://t.co/rb3inPYpER"""
24/3/2020 2:55,b'RT @Tassja12: @robbarcruises @tessvanstraaten @CHEK_News @BC_SPCA Just posted @HumaneSociety WHO just announced your dogs \xf0\x9f\x90\x95 and cats \xf0\x9f\x90\x88 do n\xe2\x80\xa6'
24/3/2020 2:51,"b'And in Canada, lottery winnings are tax-free! Great way to raise money for animals in need.\nhttps://t.co/Urx58yXyyF'"
24/3/2020 2:48,b'Pray for me that a) this kitty isn\xe2\x80\x99t adopted before my appointment to see her at the SPCA on Wednesday and b) I am compatible with kitty'
24/3/2020 2:44,b'The carnage continues:\n\nhttps://t.co/CvAjBczHgL'
24/3/2020 2:42,b'@AndrewWalker650 Have you called the SPCA? They might have advice. And although they have restricted public access\xe2\x80\xa6 https://t.co/noHIASavHx'
24/3/2020 2:33,b'RT @YourSPCA: In 5: MEET SAMI! His adoption fee is waived...and so are the fees of all SPCA animals! 8:10 a.m. @mystar1025 @RobLucas2 https\xe2\x80\xa6'
24/3/2020 2:33,"b'RT @YourSPCA: *ADOPTION FEES WAIVED!* As of this morning, 32 animals at the SPCA are still waiting for new families to love them...and for\xe2\x80\xa6'"
24/3/2020 2:32,"b'RT @HouseRabbit: Meet new bunny Charlize, who just came to House Rabbit Society Headquarters from Sacramento SPCA. \xf0\x9f\x92\x96\xf0\x9f\x90\xb0 Her giant ears and wh\xe2\x80\xa6'"
24/3/2020 2:32,b'Before the day is over here is our #NationalPuppyDay2020 photo. Dude was known as Prince Charming at SPCA. (You can\xe2\x80\xa6 https://t.co/zLOztcNPuK'
24/3/2020 2:30,"b""\xf0\x9f\x98\xb9 Pick up #COCO ! #spca She's the cuddliest! #savealife \xf0\x9f\x92\x9a https://t.co/TgMZYhp2L6 https://t.co/VatRQQwCbn"""
24/3/2020 2:17,b'@dog_rates This is Foggy. 11months now since we rescued him. Best decision ever. #AdoptDontShop #spca https://t.co/8ssMlsDTJ6'
24/3/2020 2:16,"b'RT @HKayles: @PresidencyZA @CyrilRamaphosa please clarify, in terms of essential services, where so your municipal pound fit in? Every SPCA\xe2\x80\xa6'"
24/3/2020 2:10,"b""This isn't something we see every day. We asked for help, #Dallas showed up. We had nearly 140 animals go out to fo\xe2\x80\xa6 https://t.co/1Wi9Xa6bBJ"""
24/3/2020 2:06,"b'@lolacoaster  FOSTER A DOG xo a spca worker, the dogs need some time out especially as adoptions slow and the benef\xe2\x80\xa6 https://t.co/itT3lDNLzd'"
24/3/2020 2:05,b'@WWLTV Release the cats from the SPCA'
24/3/2020 2:01,"b""RT @nyshelterpets: \xf0\x9f\x90\xb6 Come help #BOWIE before it's too late! #dogs He needs a loving home! #savealife \xe2\x98\xba\xef\xb8\x8f https://t.co/xaV3m737A0 https://t.c\xe2\x80\xa6"""
24/3/2020 1:59,b'RT @ATOU1234: UPDATE: While you are out this weekend consider picking up a few of the items on this list and deliver to Placer SPCA by call\xe2\x80\xa6'
24/3/2020 1:56,b'5 jobs / 5 tags:  \n1. Film Producer \n2. SPCA Employee \n3. Barista / Waitress \n4. Spa Concierge / Hostess \n5. Driver\xe2\x80\xa6 https://t.co/RdFfDDf3fA'
24/3/2020 1:52,"b""@gekizetsu Call the SPCA and report that you think it's rabid."""
24/3/2020 1:48,b'@SassyKadiK My kids &amp; grandkids are out of state &amp; out of school. Husband still working (from home) but it\xe2\x80\x99s slow.\xe2\x80\xa6 https://t.co/uLqSU5NNCD'
24/3/2020 1:44,"b'I always wish I can help the homeless, the orphanages &amp; the SPCA....'"
24/3/2020 1:42,b'@ACPSFineArts A SPCA cat?'
24/3/2020 1:38,b'@solarwardenfile @Strange_G SPCA was wanting to clear out before the lockdown. Perfect time as you can spend a lot\xe2\x80\xa6 https://t.co/rHv9mivQBl'
24/3/2020 1:25,"b""@BC_SPCA @HillsPet probably it is a big chance to get your new partner or family. but don't forget, you must pay mo\xe2\x80\xa6 https://t.co/iNqC9f6NPQ"""
24/3/2020 1:22,b'A day of thought and reflection for Iggy.\n\xf0\x9f\x90\xbe\nWhile you\xe2\x80\x99re reflecting go online and shop:\nHis collar from Petcetra.\nI\xe2\x80\xa6 https://t.co/kdKIdWpisg'
24/3/2020 1:21,b'RT @mrsnstarr: @rexthetvterrier I thought you might enjoy a bit of good news from my local SPCA. \xf0\x9f\x98\x80 https://t.co/gnLZMfb1M6'
24/3/2020 1:20,"b""@kylieneedham57 @vegasbarbie7777 I really freak when I see animals getting hurt. I wasn't even allowed to watch\xe2\x80\xa6 https://t.co/WfwsYpvE6m"""
24/3/2020 1:12,"b'@KeeleyFox29 @FOX29philly FUNNY! Look at who\xe2\x80\x99s the Boss. I ALWAYS say, \n\xf0\x9f\x90\x88 CATS RULE!  I know I have Chloe(cat) who\xe2\x80\xa6 https://t.co/7ajUrUt89H'"
24/3/2020 1:10,"b""RT @nyshelterpets: \xf0\x9f\x98\xbd Come snuggle #CHARLOTTE before it's too late! #spca She has so much love to give! #Foster \xf0\x9f\x92\x99 https://t.co/dy4oFweXyh ht\xe2\x80\xa6"""
24/3/2020 1:06,b'RT @amil: I\xe2\x80\x99m NOT saying im gonna adopt a dog right now because that would be absolutely ridiculous but I AM saying I just bookmarked a rea\xe2\x80\xa6'
24/3/2020 1:04,b'I\xe2\x80\x99m NOT saying im gonna adopt a dog right now because that would be absolutely ridiculous but I AM saying I just bo\xe2\x80\xa6 https://t.co/yuczPd2Mju'
24/3/2020 0:57,"b""RT @DanaGavin1895: @MorrisAnimal We met at the Dallas SPCA, and she's been my constant companion through lots of ups and downs. Rescue ange\xe2\x80\xa6"""
24/3/2020 0:47,"b""I think I'm going to go to the SPCA and see about fostering kittens at this time. They probably need the help"""
24/3/2020 0:45,b'https://t.co/j3UwbuAsRR \nIf you\xe2\x80\x99re not sure who to donate to try your local spca or rescue. My personal favorite is\xe2\x80\xa6 https://t.co/C7WSi609AK'
24/3/2020 0:44,"b""RT @CutePetsRTP: I'm Samuel. I am an altered male domestic short hair. https://t.co/8fPSjH6rx0 https://t.co/jGfZA8IjtV"""
24/3/2020 0:38,b'First and Ashlan\n\ndog found \n\nhusky found in my neighborhood and I\xe2\x80\x99m just trying to find the owner because I\xe2\x80\x99ll be\xe2\x80\xa6 https://t.co/pYTglCwajo'
24/3/2020 0:28,"b'RT @AdventureAwait5: She was named Cosima by the SPCA, but I think we can do better. \nRetweet for bigger sample. \xe2\x9d\xa4\xf0\x9f\x90\xb1'"
24/3/2020 0:24,b'@JamesFrye My county\xe2\x80\x99s spca found homes for all the dogs and most of the other animals :\xe2\x80\x99)'
24/3/2020 0:21,b'@cathmckenna Sweet Staffy Kaya from the @BC_SPCA Victoria branch. \xf0\x9f\x92\x95\xe2\x99\xa5\xef\xb8\x8f https://t.co/llxQyHy6SW'
24/3/2020 0:14,"b""@MorrisAnimal We met at the Dallas SPCA, and she's been my constant companion through lots of ups and downs. Rescue\xe2\x80\xa6 https://t.co/yxPJebxTp1"""
24/3/2020 0:13,b'Read Fort Erie SPCA shuts down shelter over coronavirus concerns https://t.co/LHZ7l1OlTS'
24/3/2020 0:09,"b""RT @nyshelterpets: \xf0\x9f\x98\xb8 Help #PHYLLIS now! #spca She's the perfect friend! #PetRescue \xf0\x9f\x98\x8a https://t.co/Ms1HhNOOvw https://t.co/9Ae8ufzFbC"""
24/3/2020 0:00,"b""RT @MDSPCA: Sat/Sun, MD SPCA staff transferred our shelter animals to amazing fosters!\n\nWhile we're temporarily closed to the public, we'll\xe2\x80\xa6"""
23/3/2020 23:55,b'#NationalPuppyDay2020 Support your local SPCA and/or ASPCA. #puppies https://t.co/95SQEdJzzT'
23/3/2020 23:53,b'People are panic adopting cats at the SPCA. You better be good parents and want them after 4 weeks!'
23/3/2020 23:48,"b'She was named Cosima by the SPCA, but I think we can do better. \nRetweet for bigger sample. \xe2\x9d\xa4\xf0\x9f\x90\xb1'"
23/3/2020 23:45,b'I just applied to volunteer with the SPCA so hopefully I\xe2\x80\x99ll be able to do that once quarantine is over!'
23/3/2020 23:44,b'Gained the \xe2\x80\x9cQuarantine 15\xe2\x80\x9d REAL quick \xf0\x9f\x98\x89 I adopted these two brothers from the SPCA of Luzerne County last week. Dur\xe2\x80\xa6 https://t.co/KamHEH0Bq6'
23/3/2020 23:44,b'Tried to adopt a kitten for my mum so she\xe2\x80\x99s not alone in quarantine for 4 weeks but SPCA managere had a que out the\xe2\x80\xa6 https://t.co/TeWCAwhPx0'
23/3/2020 23:39,b'Happy National Puppy Day! \nRipley wanted me to share her adoption photo from the SPCA. She was 3 months old! \nNow s\xe2\x80\xa6 https://t.co/6gFV62LKBe'
23/3/2020 23:30,b'\xf0\x9f\x90\xbe Snuggle #TILLY pronto! #spca She needs your generosity! #Adoption \xe2\x98\xba\xef\xb8\x8f https://t.co/jW1pQQHFE2 https://t.co/OT5YaFXfim'
23/3/2020 23:24,"b'We are so incredibly grateful to our amazing adopters, like Serina here! She and her family have adopted all their\xe2\x80\xa6 https://t.co/Tyq7NVTlOt'"
23/3/2020 23:12,b'@BuffaloSabres Ghost Chompers Luterek was 1.5 yrs old when we got him from the Allegany SPCA last June. https://t.co/rVuhUT0DqB'
23/3/2020 23:12,b'RT @nyshelterpets: \xf0\x9f\x90\xb6 Come visit #CASSANDRA soon! #spca She needs a loving home! #savealife \xe2\x9d\xa4\xef\xb8\x8f https://t.co/rTIRMYnTJu https://t.co/N6DaLcNa\xe2\x80\xa6'
23/3/2020 23:12,b'RT @nyshelterpets: \xf0\x9f\x98\xb8 Meet #KAYLA ASAP! #spca She needs your help! #Adoption \xf0\x9f\x98\x8a https://t.co/zAfCoABrS7 https://t.co/OtpOuoBqJf'
23/3/2020 23:11,b'RT @nyshelterpets: \xf0\x9f\x98\xbb Come visit #FIGARO ASAP! #spca He wants to play! #Rescue \xe2\x98\xba\xef\xb8\x8f https://t.co/jD3JmHy2qF https://t.co/z2Gq3ZQj4Q'
23/3/2020 23:11,"b""RT @nyshelterpets: \xf0\x9f\x98\xbd Come adopt #LIONEL before it's too late! #spca He wants to be part of your life! #Foster \xf0\x9f\x98\x87 https://t.co/JYn0G1I6yb htt\xe2\x80\xa6"""
23/3/2020 23:08,"b'We are so incredibly grateful to our amazing adopters, like Serina here! She and her family have adopted all their\xe2\x80\xa6 https://t.co/zA6bgWwuVl'"
23/3/2020 23:06,"b'RT @CVRecord: Restrictions in place, donations needed for #ComoxValley SPCA https://t.co/wNfq2JMbOI'"
23/3/2020 23:02,b'@JoeyGraceffa All the dogs at my local SPCA were adopted today \xf0\x9f\x98\xad\xf0\x9f\x98\x8d https://t.co/4zi77y0QpK'
23/3/2020 23:00,"b""I'm Samuel. I am an altered male domestic short hair. https://t.co/8fPSjH6rx0 https://t.co/jGfZA8IjtV"""
23/3/2020 22:58,"b""I just donated to Nova Scotia SPCA. You can too! Don't forget your Furry Friends.  The SPCA lost a major source of\xe2\x80\xa6 https://t.co/uHvXW4yEAX"""
23/3/2020 22:58,b'@johnlundin I m sure the SPCA would like a word with you though.'
23/3/2020 22:56,"b'SPCA is closed (to public) which may be a good thing, due to the fact I may do something irrational &amp; adopt a dog t\xe2\x80\xa6 https://t.co/E5jSouho6d'"
23/3/2020 22:55,"b""RT @SugarmanSharna: @CailinasEirinn @Caseykins421 Me want! Great time to adopt a pet if you are able to depending on SPCA's situation. Aho!\xe2\x80\xa6"""
23/3/2020 22:52,"b""@CailinasEirinn @Caseykins421 Me want! Great time to adopt a pet if you are able to depending on SPCA's situation. Aho! #AdoptDontShop"""
23/3/2020 22:51,"b'RT @SPCACincinnati: #Sky says, have a safe evening! Today she celebrated her 1yr. adoption anniversary, proud SPCA alumni\xe2\x99\xa5\xef\xb8\x8f. TY to her lovi\xe2\x80\xa6'"
23/3/2020 22:48,"b'#NationalPuppyDay2020 Rescued this beautiful lady 16 years ago last month, when she was only 5 weeks old, from the\xe2\x80\xa6 https://t.co/EskusCOrdI'"
23/3/2020 22:44,b'RT @elliotlaketoday: Ontario SPCA offers free online learning for kids stuck at home https://t.co/5A7zUPLZXh https://t.co/0DzPwtfWWg'
23/3/2020 22:42,b'@caroline_szwed My boy Fred. From the SPCA. Maybe him and cash can have a play date? https://t.co/QsAy7DwdfL'
23/3/2020 22:38,b'All the dogs at my local SPCA have homes \xf0\x9f\x98\xad\xf0\x9f\x91\x8f https://t.co/Mc8n2NDjpz'
23/3/2020 22:34,b'@Cilla2017 @seungminkim TY. We call her Princess Fiona.  I got her from the SPCA. At first I couldn\xe2\x80\x99t believe no on\xe2\x80\xa6 https://t.co/lZP5YyrM5C'
23/3/2020 22:32,"b'Well done for essential shops staying open and great respect to all of thier staff. Above essential shops, remember\xe2\x80\xa6 https://t.co/M9P8C9Q38u'"
23/3/2020 22:32,b'SPCA is offering 50% discount on adoption fees https://t.co/cdO7Aj8f1O'
23/3/2020 22:26,b'RT @SSPCA_Mike: Well done to the fantastic RSABI. Please remember that the Scottish SPCA will also be available for help.\n03000999999.\nWe a\xe2\x80\xa6'
23/3/2020 22:23,b'Well done to the fantastic RSABI. Please remember that the Scottish SPCA will also be available for help.\n030009999\xe2\x80\xa6 https://t.co/83hCiDDHBx'
23/3/2020 22:20,b'So my 22year old daughter has just come back from the SPCA with something to help with all our anxieties! Although\xe2\x80\xa6 https://t.co/OaJ3TkLFpN'
23/3/2020 22:20,b'RT @MWSandoval1: @dodo Reminds me of when I picked up this little kiddo from the SPCA. https://t.co/OfefUAj6iy'
23/3/2020 22:20,b'RT @nyshelterpets: \xf0\x9f\x90\xbe Come adopt #DOC now! #spca He needs this seen far and wide! #adoptdontshop \xe2\x98\xba\xef\xb8\x8f https://t.co/V2Z8IxZzMl https://t.co/jGf\xe2\x80\xa6'
23/3/2020 22:19,"b'We are so incredibly grateful to our amazing adopters, like Serina here! She and her family have adopted all their\xe2\x80\xa6 https://t.co/coS3xeo95D'"
23/3/2020 22:18,"b'#Sky says, have a safe evening! Today she celebrated her 1yr. adoption anniversary, proud SPCA alumni\xe2\x99\xa5\xef\xb8\x8f. TY to her\xe2\x80\xa6 https://t.co/bobt6eobfi'"
23/3/2020 22:00,b'@MissAshleyJames Go to the SPCA and get a nice little mongrel puppy and save on future vet bills'
23/3/2020 21:47,b'@Ang0905Creates I called around. The spca is closed now. It\xe2\x80\x99s sad that vets are deemed non-essential (those are our\xe2\x80\xa6 https://t.co/cUE1gs9yar'
23/3/2020 21:38,"b'I\xe2\x80\x99m tired of hearing about Teraflops, SSDs, RDNA2, Vega, the SPCA, or the damn PTA. I want to see the most importan\xe2\x80\xa6 https://t.co/FVSBdJgs5a'"
23/3/2020 21:38,"b""@carlitopablo @KathyPowelson @carolynali @P4HAnimalFdn TNR was always flawed thinking.\nWe've needed cat responsibil\xe2\x80\xa6 https://t.co/VPdbhvmIa7"""
23/3/2020 21:37,b'the line for the spca is so long and im cold but it makes me happy there is so many people willing to adopt during this time'
23/3/2020 21:35,"b'@BC_SPCA @Adam_Stirling @jjhorgan @MayorPrice @steeletalk @timescolonist \nThis should not even be a concern, pets a\xe2\x80\xa6 https://t.co/ewQa4qPB17'"
23/3/2020 21:31,b'RT @MyNews13: SPCA of Brevard said it will deliver dog and cat food within city limits to those struggling to afford pet food during the CO\xe2\x80\xa6'
23/3/2020 21:22,"b'#quarantine #hudsonriver #spca #germanshepherd @ South Glens Falls, New York https://t.co/9OBjZT1CBG'"
23/3/2020 21:20,"b""RT @Critter_Creek: It's an awfully cute view. Both donkeys were brought to us by the South Florida SPCA Horse Rescue. Mighty was part of a\xe2\x80\xa6"""
23/3/2020 21:19,b'But I need to buy her toys nje and accessories and now she has babies of her own.. Come to think of it\xf0\x9f\xa4\x94 do you thin\xe2\x80\xa6 https://t.co/tgQ2T9Th8o'
23/3/2020 21:17,"b'Misunderstood the Governor, ended up at the SPCA for the shelter-in-place.'"
23/3/2020 21:13,b'@dog_rates #NationalPuppyDay Hudson Hermit Clifford Pacchiana at 10 months old! Feels like yesterday when she only\xe2\x80\xa6 https://t.co/ylOKpfIXAP'
23/3/2020 21:11,"b'Meet new bunny Charlize, who just came to House Rabbit Society Headquarters from Sacramento SPCA. \xf0\x9f\x92\x96\xf0\x9f\x90\xb0 Her giant ears\xe2\x80\xa6 https://t.co/7rBfq1LHhP'"
23/3/2020 21:05,b'Ontario SPCA offers free online learning for kids stuck at home https://t.co/5A7zUPLZXh https://t.co/0DzPwtfWWg'
23/3/2020 20:59,b'@wrytersview @redslewnninja I think the shelters are starting to place a lot of animals in foster homes and shuttin\xe2\x80\xa6 https://t.co/EcifaJ5kzI'
23/3/2020 20:58,b'SPCA OPEN'
23/3/2020 20:55,"b'I do want a new kitten, these bad boys are at the spca\n\n#cat #cats #catsagram #catstagram #instagood #kitten #kitty\xe2\x80\xa6 https://t.co/J0eMfzJhIc'"
23/3/2020 20:47,b'Will the SPCA and other animal rescue centers be considered an essential service ?'
23/3/2020 20:47,b'@JWilliamsFstmed not FUD many more people died then they are letting us know however did all of them die because of\xe2\x80\xa6 https://t.co/I0ldP5GgR7'
23/3/2020 20:46,"b""\xf0\x9f\x90\xb6 Come help #BOWIE before it's too late! #dogs He needs a loving home! #savealife \xe2\x98\xba\xef\xb8\x8f https://t.co/xaV3m737A0 https://t.co/UguUf7BeKk"""
23/3/2020 20:45,b'RT @Lestatlove: Prosecute Man Who Allegedly Beat Fox With Baseball Bat https://t.co/17APveHuiz\nSIGN &amp; SHARE!!!\n#SPCA #ChrisSherwood #fox #J\xe2\x80\xa6'
23/3/2020 20:42,b'ALL of the dogs at the Erie Co SPCA have been adopted!!!   The cages are empty!!!    Thank you WNY.'
23/3/2020 20:39,"b""I'm not sure I'll be able to go the SPCA route for cat fostering- their app. form has a lot of requirements that ar\xe2\x80\xa6 https://t.co/ECTLDQJHaz"""
23/3/2020 20:38,b'Prosecute Man Who Allegedly Beat Fox With Baseball Bat https://t.co/17APveHuiz\nSIGN &amp; SHARE!!!\n#SPCA #ChrisSherwood\xe2\x80\xa6 https://t.co/gFMiuQmeqI'
23/3/2020 20:28,b'@melissagrelo I lost my dog in July and was devastated. Stopped by the SPCA just to get information about adoption.\xe2\x80\xa6 https://t.co/1E75G9WoFp'
23/3/2020 20:23,"b'All that to say, if you see a panicked post on FB or get an email from your local shelter or SPCA about needing fos\xe2\x80\xa6 https://t.co/fsJVunigea'"
23/3/2020 20:19,"b'This is ridiculous! Apparently, some people in this country are taking their pets to the SPCA and abandoning them f\xe2\x80\xa6 https://t.co/aQ84JGITdd'"
23/3/2020 20:17,b'RT @kellysjellys: @RisunaMat I hate cats but this kitty needs to go to spca or vet ASAP'
23/3/2020 20:16,b'We\xe2\x80\x99re adopting two cats from the SPCA this afternoon and I\xe2\x80\x99m terrified. I\xe2\x80\x99m becoming a mother. There is no going ba\xe2\x80\xa6 https://t.co/JJ7reXuh6l'
23/3/2020 20:16,b'RT @philg2444: Please do a play by play of our dogs playing tag on this snowy quarantine day in Syracuse. Demi is the small brown one and J\xe2\x80\xa6'
23/3/2020 20:16,b'I wish we could adopt an spca cat while in lockdown \xf0\x9f\x98\xad'
23/3/2020 20:15,b'\xf0\x9f\x90\xbe Come adopt #DOC now! #spca He needs this seen far and wide! #adoptdontshop \xe2\x98\xba\xef\xb8\x8f https://t.co/V2Z8IxZzMl https://t.co/jGfTb7VoXD'
23/3/2020 20:14,b'Please do a play by play of our dogs playing tag on this snowy quarantine day in Syracuse. Demi is the small brown\xe2\x80\xa6 https://t.co/v6ExlTlfXC'
23/3/2020 20:11,b'SPCA of Brevard said it will deliver dog and cat food within city limits to those struggling to afford pet food dur\xe2\x80\xa6 https://t.co/gC7eeE4wGg'
23/3/2020 20:07,b'@straightnews i need to get my kittens spayed and neutered but spca isnt doing any new operations'
23/3/2020 20:07,b'RT @SPCAorg: In the light of the current situation we will close the community centre to the public from Thursday March 19th. For any urgen\xe2\x80\xa6'
23/3/2020 20:06,b'The key ingredient to surviving is our shared sense of humanity\n\n\xe2\x80\xa2Look our for each other\n\xe2\x80\xa2Shop for the elderly\n\xe2\x80\xa2Re\xe2\x80\xa6 https://t.co/WO49kpW7DJ'
23/3/2020 20:03,b'@locahontaz Yeah Chewy is a great service. Also in my area SPCA is giving out dog food.'
23/3/2020 20:02,"b'@Doctor1Hundred @BenjaminPDixon im a full-time animal care tech at the spca, and i can absolutely confirm. keep eac\xe2\x80\xa6 https://t.co/LAWWLyizDc'"
23/3/2020 19:59,b'@Cornelius_Mybrg Think I need to call SPCA'
23/3/2020 19:55,"b'@RonnieRajku ""Members of the public are advised to differentiate that \'being infected\' does not equal being infecti\xe2\x80\xa6 https://t.co/CINZkvkbCQ'"
23/3/2020 19:54,b'@rexthetvterrier I thought you might enjoy a bit of good news from my local SPCA. \xf0\x9f\x98\x80 https://t.co/gnLZMfb1M6'
23/3/2020 19:54,b'RT @animallawcanada: #BC is lucky to have \xe2\x81\xa6@BC_SPCA\xe2\x81\xa9 &amp; \xe2\x81\xa6@RAPSociety\xe2\x81\xa9 taking care of animals during this time. \xe2\x81\xa6@RAPSociety\xe2\x81\xa9 is also taking\xe2\x80\xa6'
